LINK,CATEGORY,TITLE,SUMMARY,SENTIMENT,PUB_DATE,CLICKBAIT_PROB,ARTICLE_TYPE,TYPE_PROB
https://n.news.naver.com/mnews/article/001/0015996661?sid=101,자동차/모빌리티,완성차 5사 3월 판매 71.5만대…이란전쟁에도 현대차 제외 반등,"완성차 5사 3월 판매량이 전년 동월 대비 1.4% 증가했으며, 이란 전쟁 여파에도 현대차를 제외한 나머지 4개 업체가 판매량을 늘렸다.",호재,2026-04-01 17:55,39.7,사실형,93.6
https://n.news.naver.com/mnews/article/009/0005661147?sid=101,방산/우주항공,"LIG D&amp;A, 정지궤도급 위성 주도…지상·해상 넘어 우주서도 K방산 입지 ...","LIG D&A는 정밀 유도무기, 감시정찰, 지휘통제·통신, 항공전자·전자전 등 육해공 전 분야에서 첨단 무기체계를 개발·양산해온 자주국방 역사의 산증인이다.",호재,2026-04-05 16:06,40.8,사실형,75.65637079626322
https://n.news.naver.com/mnews/article/016/0002615618?sid=101,IT/플랫폼,"나이스디앤비, K-웹툰 글로벌 플랫폼 만든다",나이스디앤비가 K-웹툰 글로벌 플랫폼을 구축하여 국내 대형 플랫폼에 의존하는 좁은 문을 넓히고 창작자와 수요자를 직접 잇는 새로운 생태계를 만들 계획이다.,호재,2026-03-18 12:33,27.3,사실형,77.10002958774567
https://n.news.naver.com/mnews/article/079/0004125751?sid=102,IT/플랫폼,"네이버웹툰 ""창작자 수익 4조1500억""…700억 추가 투자",네이버웹툰이 최근 5년간 창작자에게 지급한 누적 수익이 4조1500억원을 돌파했다고 밝혔다.,호재,2026-03-17 14:57,42.2,사실형,71.84928590477284
https://n.news.naver.com/mnews/article/015/0005270958?sid=103,자동차/모빌리티,현대차 '아이오닉6 N' 결국 일냈다…'포르쉐까지 잡을 줄은',현대차그룹의 아이오닉6 N이 '2026 월드카 어워즈'에서 '세계 올해의 고성능 자동차' 부문 최고상을 수상했다.,호재,2026-04-05 09:01,24.9,사실형,82.26198335178196
https://n.news.naver.com/mnews/article/011/0004607167?sid=101,자동차/모빌리티,"“현대차·기아, 이제 포르쉐랑 동급” 이 말 진짜?…‘아이오닉6 N’ 대...",현대차그룹의 아이오닉6 N이 월드카 어워즈 '세계 올해의 고성능 자동차' 부문에서 최고상을 수상했다.,호재,2026-04-05 14:41,20.2,사실형,74.23074087128043
https://n.news.naver.com/mnews/article/016/0002624917?sid=101,자동차/모빌리티,"현대차 ‘아이오닉 6 N’, 포르쉐·맥라렌·BMW 주름잡던 무대서 주인공...",현대차그룹의 전기차 전용 플랫폼 E-GMP를 기반으로 한 아이오닉 6 N이 2026 월드카 어워즈에서 고성능 차 부문 '최고상'을 수상했다.,호재,2026-04-05 18:43,30.8,사실형,73.69358986616135
https://n.news.naver.com/mnews/article/030/0003414650?sid=103,자동차/모빌리티,"“포르쉐·아우디·BMW 비켜”...현대차, 고성능차 시장 '지각변동'","현대차그룹이 포르쉐, 아우디, BMW와 같은 프리미엄 브랜드가 주도하던 고성능차 시장에 지각변동을 일으키고 있다.",호재,2026-04-05 11:17,29.4,사실형,65.21409451961517
https://n.news.naver.com/mnews/article/003/0013867874?sid=101,자동차/모빌리티,"현대차 아이오닉 6 N, 월드카 어워즈 석권…""고성능차 게임 체인저""",현대차 아이오닉 6 N이 월드카 어워즈에서 세계 올해의 고성능 자동차 부문에서 석권하며 고성능차 게임 체인저로 부상하고 있다.,호재,2026-04-05 11:37,30.6,사실형,90.57579398155212
https://n.news.naver.com/mnews/article/014/0005492171?sid=101,금융/밸류업,“주총 시즌이 온다”...자사주 소각 릴레이에 ‘밸류업 장세’ 재점화,국내 증시의 밸류업 기대가 주주총회 시즌을 계기로 다시 부각될 전망이다.,호재,2026-03-16 15:40,20.4,사실형,34.9
https://n.news.naver.com/mnews/article/003/0013870597?sid=105,IT/반도체,'16조 몸값' 프랑스 미스트랄AI가 韓 찾은 이유,삼성전자와 미스트랄AI가 AI 반도체 공급망 및 기술 협력을 협의했다.,호재,2026-04-06 15:59,24.5,사실형,98.1
https://n.news.naver.com/mnews/article/030/0003415167?sid=105,IT/반도체,산업부 'AI 광반도체 공모 최종 선정…아산시에 143억 투입 제조 기반 마...,충남도는 산업부 주관 '인공지능(AI) 광반도체 핵심부품 제조 기반 구축' 공모에 최종 선정되어 아산시에 차세대 AI 반도체 시장 선점을 위한 산업 생태계를 조성한다.,호재,2026-04-06 16:53,62.2,사실형,34.3
https://n.news.naver.com/mnews/article/008/0005340460?sid=105,IT/반도체,"건설硏 ""AI 데이터센터부터 SMR까지…국가전략산업 인프라 주도""","건설연(KICT)은 반도체, AI, 소형모듈원자로(SMR) 등 국가전략산업을 뒷받침하기 위해 기술 혁신에 나선다.",호재,2026-04-06 16:53,53.7,사실형,67.3
https://n.news.naver.com/mnews/article/030/0003415104?sid=105,IT/반도체,"건설연, 반도체·AI·SMR 지원 '미래 비전' 공유...국가전략산업 인프라...",건설연이 국가전략산업 인프라 기술 혁신 방향을 공유하고 실행 의지를 결집한다.,호재,2026-04-06 15:51,18.3,추론형,17.6
https://n.news.naver.com/mnews/article/023/0003969154?sid=105,IT/반도체,中 주요 반도체 업체 전 분야에서 사상 최대 매출...AI 붐과 칩 자립화 ...,"중국 반도체 업체가 사상 최대 매출을 기록한데다, 칩 자립 전략의 성과로 인해 AI 붐과 글로벌 반도체 수퍼 사이클에 성공적으로 참여했다는 분석이다.",호재,2026-04-06 16:19,20.9,사실형,77.4
https://n.news.naver.com/mnews/article/015/0005271480?sid=105,IT/반도체,엔비디아가 번 돈 수조원씩 베팅…'젠슨 황 AI 제국' 만든다,엔비디아가 AI프런티어랩에 수조원씩 투자하여 AI 제국을 구축 중이다.,호재,2026-04-06 15:56,29.8,사실형,39.6
https://n.news.naver.com/mnews/article/009/0005661782?sid=105,IT/반도체,"“SMR·데이터센터·반도체팹, 건설 기술없이 경쟁력 확보어려워”",반도체와 SMR과 같은 국가전략산업은 안정적이고 정밀한 인프라가 뒷받침되지 않으면 지속적인 경쟁력을 확보하기 어렵다.,호재,2026-04-06 16:42,46.5,사실형,25.1
https://n.news.naver.com/mnews/article/215/0001248056?sid=101,IT/반도체,"크레버스, 퓨리오사AI ‘Renegade 2026 서밋’서 AI 자동평가 엔진 ‘허밍...",크레버스는 퓨리오사AI 'Renegade 2026 서밋'에서 AI 자동평가 엔진 '허밍고(HUMMINGo)'를 시연하며 실사용 가능한 AI 서비스 사례를 제시했다.,호재,2026-04-06 16:11,27.9,사실형,41.3
https://n.news.naver.com/mnews/article/015/0005271474?sid=105,IT/반도체,"백준호 ""터보퀀트가 메모리 효율의 시작…반도체 수요 확대될 것""","백준호 대표는 '터보퀀트' 기술이 메모리 효율화를 위한 시도의 시작이며, 경제성이 확보되면 반도체 수요가 확대될 가능성이 있다.",호재,2026-04-06 15:53,31.3,사실형,53.5
https://n.news.naver.com/mnews/article/011/0004607616?sid=101,IT/반도체,반도체 ‘대학원대학’ 만든다…에이스 인재 年 300명 육성,대만 정부가 반도체 인재를 육성하기 위해 10년간 14조 원을 투입하기로 함,호재,2026-04-06 16:01,13.4,사실형,81.0
https://n.news.naver.com/mnews/article/584/0000037075?sid=105,IT/반도체,"건설연 ""반도체·데이터센터·SMR 등 국가전략산업 인프라 뒷받침""",건설연이 국가전략산업 인프라 뒷받침을 위해 기술 혁신 방향을 공유하고 실행 의지를 결집했다.,호재,2026-04-06 15:47,14.0,사실형,96.2
https://n.news.naver.com/mnews/article/031/0001019896?sid=101,제약/바이오,"롯데바이오, 日 제약사와 항암 신약 CDMO 계약",롯데바이오로직스는 일본 소재 글로벌 제약사와 항암 신약 위탁개발생산 계약을 맺었다.,호재,2026-04-06 14:14,11.7,사실형,66.3
https://n.news.naver.com/mnews/article/421/0008873078?sid=103,제약/바이오,기자 간담회 참석하는 전인석 삼천당제약 대표,삼천당제약 대표가 기자간담회에 참석해 지분매각 철회 경위와 S-PASS 기술 의혹 등 주요 현안에 대한 설명을 하고 있다.,호재,2026-04-06 15:22,15.8,사실형,98.3
https://n.news.naver.com/mnews/article/031/0001019928?sid=101,제약/바이오,"SK바이오사이언스, R&amp;D 지원 조직 정비",SK바이오사이언스는 연구개발(R&D) 실행력을 높이기 위해 마상호 연구지원실장 부사장을 영입했다.,호재,2026-04-06 14:58,14.3,대화형,43.9
https://n.news.naver.com/mnews/article/016/0002539410?sid=101,금융/밸류업,"약세 금융주 ‘다시 밸류업’…5대 금융지주 회장, 해외 투자자 세일즈",금융지주 회장들이 IMF 총회에서 직접 IR를 진행하며 밸류업 의지를 전하는 것으로 보인다.,호재,2025-10-07 08:16,20.2,사실형,62.9
https://n.news.naver.com/mnews/article/417/0001067555?sid=101,금융/밸류업,공매도 재개 첫날 '밸류업' 금융주 흔들… 하나·신한·우리금융 3% 하락,공매도가 재개되면서 금융주가 약 3% 하락했다.,악재,2025-03-31 17:36,35.3,사실형,54.6
https://n.news.naver.com/mnews/article/009/0005500121?sid=101,금융/밸류업,“주주환원 기대되네”…밸류업에 환율 내리자 금융주 ‘화색’,밸류업 정책의 지속과 주주환원율의 우상향으로 금융주가 긍정적인 영향을 받을 것으로 예상된다.,호재,2025-05-28 16:46,30.7,사실형,48.3
https://n.news.naver.com/mnews/article/029/0002977692?sid=101,금융/밸류업,‘밸류업’ 기대 꺾인 금융주… 정부 청구서에 ‘흔들’,금융주가 주주환원 확대 기대가 꺾인 것으로 보인다.,악재,2025-08-25 15:58,24.6,사실형,72.8
https://n.news.naver.com/mnews/article/003/0013870144?sid=102,IT/반도체,"충남도, 아산시에 차세대 AI 반도체 산업 생태계 조성","충남도, 아산시에 차세대 AI 반도체 산업 생태계를 조성한다.",호재,2026-04-06 14:37,32.8,추론형,14.5
https://n.news.naver.com/mnews/article/015/0005114201?sid=101,금융/밸류업,밸류업 공시 늘었지만…금융주 랠리는 '글쎄',밸류업 공시가 증가했지만 금융주 랠리는 기대하기 어렵다고 전망된다.,중립,2025-04-02 18:14,11.0,사실형,98.4
https://n.news.naver.com/mnews/article/421/0008287150?sid=101,금융/밸류업,'밸류업 효과' 볕드는 금융주…자사주 산 지주 임원 잔고도 '쑥',금융지주가 밸류업 효과로 인해 자사주 산 지주 임원 잔고가 증가하고 있다.,호재,2025-06-01 06:24,46.8,사실형,90.6
https://n.news.naver.com/mnews/article/215/0001248033?sid=101,방산/우주항공,"한화, 풍산 인수 유력…10조 미국 자주포 노린다 [방산인사이드]","한화가 풍산 인수에 관심을 보이고, 10조 미국 자주포를 노리는 중이다.",호재,2026-04-06 15:02,26.1,추론형,50.0
https://n.news.naver.com/mnews/article/029/0003020193?sid=101,방산/우주항공,"후원부터 발표까지…K-방산, 루마니아 장악",한화에어로스페이스와 현대로템이 동유럽 시장 공략에 총력전을 펼치고 있다.,호재,2026-04-06 15:30,29.2,사실형,49.1
https://n.news.naver.com/mnews/article/421/0008871317?sid=101,방산/우주항공,"美 ""나토 탈퇴 검토""에 K방산 '관심 집중'…'바이 유러피언' 숙제",K방산이 나토 탈퇴 검토에 관심을 집중하고 있다,호재,2026-04-06 07:00,44.6,사실형,49.7
https://n.news.naver.com/mnews/article/003/0013864002?sid=101,방산/우주항공,'전략적 동반자' 인니와 재도약…K방산·건설기계 수출 '기대감','천궁-Ⅱ'와 '천무' 등 K방산 주력 무기 수출 가능성 높아,호재,2026-04-02 16:36,25.5,사실형,95.5
https://n.news.naver.com/mnews/article/014/0005503195?sid=100,방산/우주항공,"방사청 사이버 방패 직접 지원 강화 ""K-방산 해킹 원천 차단""",방사청이 국내 방산 기업들의 정보 시스템을 지원하여 데이터 주권을 수호하고 방산 수출 확대에 긍정적인 영향을 주는 정책을 발표했다.,호재,2026-04-06 15:56,25.7,추론형,18.2
https://n.news.naver.com/mnews/article/001/0015996714?sid=100,방산/우주항공,"韓-인니, 첫 특별포괄적전략동반자 됐다…전투기 등 방산협력 강화","韓-인니, 방산 협력 강화로 전투기 양산 협력에 대한 의지를 표명했다.",호재,2026-04-01 18:38,20.6,사실형,99.0
https://n.news.naver.com/mnews/article/421/0008864142?sid=101,방산/우주항공,"""중동 무기 수요 지속"" 방산주 급등…LIG넥스원 상한가[핫종목]","LIG넥스원은 방산주 급등에 상한가에 오르며, 중동 무기 수요가 지속될 전망에 힘입은 듯하다.",호재,2026-04-01 16:45,7.3,사실형,84.8
https://n.news.naver.com/mnews/article/215/0001247885?sid=101,IT/플랫폼,"""이미 반토막인데"" 네이버·카카오 목표주가 또 하향",네이버와 카카오 주가가 또 목표주가 하향,악재,2026-04-05 06:00,23.9,사실형,31.7
https://n.news.naver.com/mnews/article/001/0016004015?sid=101,제약/바이오,"[바이오스냅] SK바이오팜, 미국 암연구학회서 방사성의약품 전임상 성과...",SK바이오팜은 미국 암연구학회에서 방사성 의약품 치료제 'SKL35501'과 영상진단제 'SKL35502'의 전임상 연구 성과를 공개한다.,호재,2026-04-06 09:29,31.3,예측형,25.7
https://n.news.naver.com/mnews/article/421/0008871258?sid=101,IT/플랫폼,"'공영주차장 5부제' 네이버지도·카카오맵서 확인 추진…""논의 진행 중...",정부는 공영주차장별 5부제 적용 여부를 네이버지도와 카카오맵 등 주요 지도 플랫폼 통해 안내할 계획이다.,중립,2026-04-06 06:00,19.9,대화형,18.6
https://n.news.naver.com/mnews/article/056/0012153732?sid=100,방산/우주항공,한·인니 정상 “KF-21 공동 개발 성공 축하”…포괄적 방산협력 확대,"한·인니 정상은 KF-21 공동 개발 성공을 축하하며, 포괄적 방산협력 확대를 약속했다.",호재,2026-04-01 17:22,21.2,사실형,81.4
https://n.news.naver.com/mnews/article/243/0000095770?sid=101,IT/플랫폼,"‘일하는 사람’ 정의 모호…플랫폼 기업, ‘일법 패키지’에 한숨 커진...",플랫폼 기업이 일법 패키지에 큰 타격을 입을 것으로 예상된다.,악재,2026-04-06 07:01,19.3,대화형,15.9
https://n.news.naver.com/mnews/article/018/0006251367?sid=101,자동차/모빌리티,기름값 치솟자 잘 나가는 전기차…K배터리도 웃는다,"중동 사태로 고유가 공포가 확산되자 소비자들의 관심이 전기차로 쏠리고 있으며, 미국 BEV 판매량이 21.5% 급증하면서 국내 배터리 업계도 수혜를 볼 것이라는 기대가 나온다.",호재,2026-04-06 16:35,17.7,사실형,83.2
https://n.news.naver.com/mnews/article/008/0005340726?sid=101,제약/바이오,"삼진제약, 산업부 '월드클래스 플러스' 선정…""ADC 플랫폼 구축""","삼진제약이 산업부의 '월드클래스 플러스' 프로젝트에 선정돼, 첨단 바이오 분야 대표 기업으로 글로벌 사업화를 본격 추진할 계획이다.",호재,2026-04-07 09:57,23.1,사실형,52.8
https://n.news.naver.com/mnews/article/008/0005340658?sid=101,제약/바이오,"HLB라이프케어, 'HLB마이오카인 연구소' 설립…""바이오마커 확보""",HLB라이프케어가 근육에서 분비되는 단백질 호르몬 '마이오카인' 연구를 위해 연구소를 설립하고 국내 내분비·대사 분야 최고 권위자들과 컨소시엄을 구성했다.,호재,2026-04-07 08:53,38.6,사실형,35.7
https://n.news.naver.com/mnews/article/003/0013868656?sid=102,제약/바이오,"K-제약바이오, 국제암회회 '대거출격'…어떤 기술 있나",K-제약바이오 기업들이 국제암학회 '대거출격'하며 기술 수출 상업화에 힘쓸 것으로 보인다.,호재,2026-04-06 05:01,62.1,대화형,36.2
https://n.news.naver.com/mnews/article/003/0013872198?sid=102,제약/바이오,"""글로벌 경쟁력 키운다""…제약바이오, R&amp;D사령탑 재편",제약바이오 기업들이 글로벌 경쟁력을 강화하기 위해 연구개발(R&D) 수장을 영입하고 조직을 재편한다.,호재,2026-04-07 11:34,55.8,사실형,32.4
https://n.news.naver.com/mnews/article/001/0016006139?sid=105,제약/바이오,"[바이오스냅] HLB라이프케어, DGIST와 마이오카인 연구 컨소시엄 구축","HLB라이프케어는 근육에서 분비되는 단백질 호르몬 마이오카인 연구를 위해 연구소와 컨소시엄을 구성하고, 광동제약은 유기농 원료를 사용한 프리미엄 차음료를 출시했다.",호재,2026-04-07 08:29,36.7,사실형,79.6
https://n.news.naver.com/mnews/article/014/0005503535?sid=102,IT/반도체,"원주시, 대만 신주시와 AI 디지털헬스 협력 체계 구축",원주시가 대만 신주시와 AI 디지털헬스 협력 체계를 구축하고 글로벌 진출 기반을 다졌다.,호재,2026-04-07 09:45,13.6,예측형,42.2
https://n.news.naver.com/mnews/article/003/0013871944?sid=101,IT/반도체,"삼성전자, 올 1Q '어닝서프라이즈' 57조 영업익 비결은…""고부가 메모리...",삼성전자가 고부가 메모리 판매 확대에 힘입어 올해 1분기 영업이익이 사상 최대 '어닝서프라이즈'를 기록했다.,호재,2026-04-07 10:46,27.5,사실형,73.6
https://n.news.naver.com/mnews/article/016/0002625631?sid=101,IT/반도체,"AI 디지털헬스, 한국 원주-대만 신주, 협력한다",원주시가 대만의 AI EXPO Taiwan 2026에 참가하여 디지털헬스케어 인공지능(AI) 분야 글로벌 협력 기반을 확보했다.,호재,2026-04-07 07:50,18.7,사실형,69.3
https://n.news.naver.com/mnews/article/277/0005745282?sid=102,IT/반도체,"서울 직업교육, '로봇·AI' 중심으로 전환…""AI시대 이끌 기술 인재 육성...",서울시교육청이 로봇·AI 중심의 직업 교육을 강화해 AI·디지털 기술 인재를 육성하기로 했다.,호재,2026-04-06 08:36,17.3,사실형,45.0
https://n.news.naver.com/mnews/article/003/0013871286?sid=102,제약/바이오,"""자칫하면 실명""…황반변성 치료제 개발 불붙은 제약사",국내 제약바이오 기업들이 황반변성의 차세대 치료제를 개발하기 위해 노력하고 있다.,호재,2026-04-07 06:01,63.2,사실형,81.1
https://n.news.naver.com/mnews/article/001/0016006623?sid=105,제약/바이오,"[바이오스냅] SD바이오센서, 잠복결핵 진단 제품 글로벌펀드 조달 리스...",SD바이오센서는 글로벌 펀드 조달 리스트에 등재돼 잠복결핵 진단 제품으로서 세계 시장에서 실질적 판매 권한을 확보했다.,호재,2026-04-07 11:07,39.0,사실형,44.9
https://n.news.naver.com/mnews/article/003/0013868912?sid=102,제약/바이오,"롯데바이오로직스 ""日제약사서 항암신약 CDMO 수주""",롯데바이오로직스는 일본 제약사와 항암 신약을 위탁개발 및 생산 계약을 체결했다.,호재,2026-04-06 09:19,17.6,사실형,89.8
https://n.news.naver.com/mnews/article/015/0005271194?sid=110,IT/반도체,[사설] 미적분 몰라도 이공계 진학…AI 강국 가능한가,"미적분과 기하는 인공지능 등 첨단 과학기술의 기초이지만, 일부 학생들이 기초수학에 취약하다는 문제가 있다.",악재,2026-04-06 00:20,20.3,추론형,49.5
